category,text
sport,dawson wins england squad recall wasps scrum-half matt dawson has been recalled to england s training squad ahead of the rbs six nations and been reinstated in the elite player squad.  coach andy robinson dropped dawson for the autumn tests after he missed training to film  a question of sport.   i always said i would consider bringing matt back if i felt he was playing well   robinson said.  he merits his return on current form.  newcastle s 18-year-old centre mathew tait is also in the training squad.  it s obviously an honour to be asked to train with england   said tait  who has burst into contention recently.  i look forward to going down and doing the sessions  but the most important thing at the moment is sunday s game against newport  so i m not looking any further than that.  robinson has invited 42 players to attend a three-day session in leeds next week  in which his squad will train in part with the leeds rhinos rugby league squad.  with mike tindall ruled out of the opening two matches and will greenwood sidelined for the entire six nations  tait is one of six or seven contenders for the two centre berths. stuart abbott  jamie noon  ollie smith  olly barkley and henry paul - who retains his place despite his early substitution against australia - are also in the mix. ben cohen could also be considered after switching from the wing for his club northampton recently. prop phil vickery and lock simon shaw both return to the squad after missing the autumn tests through injury  while wasps wing tom voyce is recalled. the group also includes bath flanker andy beattie and leicester hooker george chuter.  beattie has matured greatly as a player these past two seasons   robinson said. jonny wilkinson  tindall and martin corry have all been included despite their unavailability for the opening two matches against wales and france.  the revised 56-man elite squad includes wasps hooker phil greening  who replaces the retired mark regan  and sale wing mark cueto. cueto was selected for the november internationals despite not being part of the group  but scored four tries in three england appearances. leicester scrum-half harry ellis has also been promoted from the senior national academy  and will contest the number nine jersey with dawson and gloucester s andy gomarsall. the players in robinson s elite squad can only play 32 matches for club and country. they can be called up for a total of 16 training days in addition to the recognised international weeks for each of the years leading up to the next world cup.  balshaw  cohen  cueto  lewsey  robinson  simpson-daniel  voyce  abbott  noon  paul  smith  tait  tindall  barkley  hodgson  king  wilkinson  dawson  ellis  gomarsall.  chuter  thompson  titterrell  rowntree  sheridan  stevens  vickery  white  borthwick  brown  l deacon  grewcock  kay  shaw  beattie  corry  forrester  hazell  jones  moody  vyvyan  j worsley.  abbott  balshaw  borthwick  a brown  chuter  cohen  corry  cueto  dawson  ellis  flatman  gomarsall  greening  greenwood  grewcock  hazell  hill  hodgson  kay  king  lewsey  moody  noon  paul  robinson  rowntree  shaw  simpson-daniel  thompson  tindall  titterrell  vickery  vyvyan  white  wilkinson  j worsley  m worsley.  barkley  beattie  christophers  l deacon  forrester  c jones  palmer  rees  sheridan  skinner  smith  stevens  tait  voyce.  dowson  haughton  monye  roques  p sanderson.
sport,newcastle line up babayaro newcastle manager graeme souness is closing in on signing chelsea defender celestine babayaro when the transfer window reopens.  souness is bidding to bolster his defence and  according to reports  contract negotiations are at an advanced stage with the player. babayaro has been in the premiership since 1997 when he moved to chelsea for £2.25m from anderlecht. but the 26-year-old has been surplus to requirements this season. souness would not be drawn on specifics over individual players.  but he said:  all i can tell you is that the chairman has worked really hard in the last couple of months to try to do deals.  we have said from day one we want to strengthen  and that is what we are hoping to do in the coming weeks.
politics,minimum rate for foster parents foster carers are to be guaranteed a minimum allowance to help cover their costs  the government has announced.  payment levels vary from area to area  with some carers getting just £50 a week for clothes  food and other costs. minister for children  young people and families margaret hodge said new plans will ensure fosterers  allowances would be as fair as possible. however local authorities  which set and pay the allowances  are concerned about how the extra cash will be found. about 50 000 children live with foster families in the uk and carers have said they need more money to make ends meet.  ms hodge said:  foster carers must not be out of pocket when meeting the costs of caring for a looked after child - a crucial role in society.  we need to make sure that arrangements for paying foster carers are as fair and transparent as possible.  our proposal for a national minimum rate shows we are serious about creating a better deal for foster carers and about encouraging more people to come forward and consider fostering as a worthwhile and rewarding opportunity.  the government is seeking to amend the children bill  which passes through the commons next week  to establish a national minimum payment.  fostering network executive director robert tapsfield criticised the existing system.  there is just no logic to a system which values children differently depending on where they live.  and with a shortage of over 8 000 foster carers in england  it s not a sustainable situation to expect carers to fund foster care from their own pockets.  the charity recommends a weekly payment of £108.49 for looking after a baby. in a survey  it discovered that rates paid by neighbouring authorities could vary by as much as £100 per week.  the association of directors of social services (adss) said it agreed in principle with the government s plans. tony hunter  the organisation s president  said:  there are many devils and lots of details hidden within the government s proposals.  but adss fully supports proper remuneration for valued foster carers and looks forward to working with ministers  local government and the fostering organisations themselves in order to make sure a sensible and practicable policy emerges.
tech,rivals of the £400 apple... the mac mini is the cheapest apple computer ever. but though it is cheap for a mac how does it compare to pcs that cost about the same amount  dot.life tries to find out if you can you get more for your money if you stick with the beige box.      an extremely small computer that is designed to bring the macintosh to the masses.  apple offer a less powerful mac mini for £339 but the £399 models has a 1.4ghz power pc chip  80 gigabyte hard drive  combined cd burner/dvd player. it comes equipped with usb and firewire ports for peripheral connections  ethernet port for broadband  a port for standard video output and an audio/headphone jack.the machine comes with mac os x  the apple operating system  the software suite ilife  which includes itunes  iphoto  imovie  idvd and garageband.  a monitor  keyboard or mouse. there is also no built-in support for wireless technology or any speakers. the lack of a dvd burner is an omission in the age of backing-up important software. wireless and a dvd burner can be added at extra cost.  apple are targeting people who already have a main computer and want to upgrade - especially pc users who have used an apple ipod.  compact and stylish  the mac mini would not look out of place in any home. apple computers are famously user friendly and offer much better network security  which means fewer viruses. the package of software that comes with the machine is the best money can buy.  the mac mini is just a box. if you don t already have a monitor etc  adding them to the package sees the value for money begin to dwindle. macs don t offer the upgrade flexibility of a pc and the machine s specifications lack the horse power for tasks such as high-end video editing or games.   the mac mini puts the macintosh within the reach of everyone   an apple spokesman said.  it will bring more customers to the platform  especially pc users and owners.     an entry-level machine designed for basic home use.  a 2.6ghz intel celeron chip  40 gigabyte hard drive  256mb  combined cd burner/dvd player. it comes equipped with a 17 inch monitor  keyboard and mouse. the machine has 6 usb ports and an ethernet port for broadband connection. there s also a port for standard video output. the machine comes with windows xp home edition. it provides basic home tools such as a media player and word processor.  a dvd burner  or any wireless components built in. wireless and a dvd burner can be added at extra cost.  homes and small offices  including those looking to add a low cost second computer.  cost is the clear advantage. the dell provides enough power and software for basic gaming and internet surfing. it s easily upgradeable so a bigger hard drive  better sound and graphics cards can be added.  the dell is hardly stylish and the hard drive is on the small size for anyone wanting to store photos or a decent sized digital music collection.   this machine is for small businesses and for people who want a second computer for basic home use  perhaps in a kids bedroom   a spokesman for dell said.  i think we offer better value once you realise all the extras needed for the mac mini.     a desktop computer that pc pro magazine dubbed best performer in a group test of machines that cost only £399 (£469 including vat).  a good basic pc that  according to pc pro  has  superb upgrade potential . for your money you get a 1.8ghz amd sempron processor  512mb of ram  120gb hard drive  dvd writer  16-inch monitor  mouse  keyboard and windows xp2  much more than the basics. it cannot handle 3d graphics and has no firewire slots.  those on a limited budget who want a machine they can add to and improve as their cash allows.  it s cheap and has plenty of room to improve but that could end up making it expensive in the long run. it s a good basic workhorse.  it s not pretty and has a monitor rather than a flat-panel display. some of the upgrades offered by jal to the basic model are pricey. you might find that you want to chop and change quite quickly.  nick ross  deputy labs editor at pc pro  said the important point about buying a cheap and cheerful pc is the upgrade path. interest has switched from processor power to graphics and sound cards as that s what makes the difference in games.  even manufacturers are not going to be marketing machines as faster   he said   they ll emphasise the different features.     a computer built from bits you buy and put together yourself.  a surprisingly good pc sporting an amd athlon xp 2500 processor  512 megabytes ram  a graphics card with 128 ram on board plus tv out  a 40 gb hard drive  cd-writer and dvd player  windows xp home.  anything else. you re building it so you have to buy all the software you want to install and do your own trouble-shooting and tech support. building your own machine is easier than it used to be but you need to read specifications carefully to make sure all parts work together.  experienced and keen pc users. building your own pc  or upgrading the one you have  is a great way to improve your understanding of how it all works.  it s cheap  you can specify exactly what you want and you get the thrill of putting it together yourself. and a bigger thrill if everything works as it should.  once it s built you won t be able to do much with it until you start buying software for it. if it starts to go wrong it might take a lot of fixing. as gavin cox of the excellent buildyourown.org.uk website put it:  it will be tough to obtain/build a pc to ever be as compact and charming as the mac mini.    performance-wise  it s not  cutting edge  and is barely entry-level by today s market  but up against the mac mini  i believe it will hold its own and even pull a few more tricks   says gavin cox. the good news is that the machine is eminently expandable. by contrast  says mr cox  the mac mini is almost disposable.
tech,ea to take on film and tv giants video game giant electronic arts (ea) says it wants to become the biggest entertainment firm in the world.  the us firm says it wants to compete with companies such as disney and will only achieve this by making games appeal to mainstream audiences. ea publishes blockbuster titles such as fifa and john madden  as well as video game versions of movies such as harry potter and the james bond films. its revenues were $3bn (£1.65bn) in 2004  which ea hoped to double by 2009. ea is the biggest games publisher in the world and in 2004 had 27 titles which sold in excess of one million copies each. nine of the 20 biggest-selling games in the uk last year were published by ea.  gerhard florin  ea s managing director for european publishing  said:  doubling our industry in five years is not rocket science.  he said it would take many years before ea could challenge disney - which in 2004 reported revenues of $30bn (£16bn) - but it remained a goal for the company.  we will be able to bring more people into gaming because games will be more emotional.  mr florin predicted that the next round of games console would give developers enough power to create real emotion.   it s the subtleties  the eyes  the mouth - 5 000 polygons doesn t really sell the emotion.   with ps3 and xbox 2  we can go on the main character with 30 000 to 50 000 polygons   he said.  with that increased firepower  the finding nemo video game looks just like the movie  but it will be interactive.  mr florin said that more than 50% of all ea s games were sold to adults and played by adults  but the perception remained that the video game industry was for children.  our goal is to bring games to the masses which bring out emotions.  ea said the video game industry was now bigger than the music industry.  nobody queues for music anymore.    you can t ignore an industry when people queue to buy a game at midnight because they are so desperate to play it   he said  referring to demand for titles for such as grand theft auto: san andreas and halo 2.  jan bolz  ea s vice president of sales and marketing in europe  said the firm was working to give video games a more central role in popular culture. he said the company was in advanced stages of discussions over a reality tv show in which viewers could control the actions of the characters as in its popular game the sims.  one idea could be that you re controlling a family  telling them when to go to the kitchen and when to go to the bedroom  and with this mechanism you have gamers all over the world  playing the show    said mr bolz.  he also said ea was planning an international awards show  similar to the oscars and the grammys  which would combine video games  music and movies. mr bolz said video games firm had to work more closely with celebrities.  people will want to play video games if their heroes like robbie williams or christina aguilera are in them.  mr florin said the challenge was to keep people playing in their 30s  40s and 50s.  there s an indication that a 30 year old comes home from work and still wants to play games.  if that s true  that s a big challenge for tv broadcasters - because watching tv is the biggest pastime at present.
politics,hunt ban support is  in decline  support for a ban on hunting has fallen in the past six years  a poll suggests.  less than half the uk wants a ban compared to almost two-thirds in 1999  the mori survey of 2 000 adults for bbc one s countryfile programme suggests. the number opposed to a ban remains constant  but those  neither supporting nor opposing  has increased by 11%. most city-dwellers support the ban but rural people were evenly split between supporters  opponents and undecided.  polling company mori carried out both surveys. in july 1999 they asked 801 adults if they supported the ban for the mail on sunday. for countryfile they asked 2 234 adults across the country the same question. the mail on sunday survey found that 63% supported a hunting ban compared with 24% against. in the countryfile survey  47% said they supported the legislation  with 26% against. but the programme makers suggest the british public are becoming  increasingly neutral  to the issue because around one quarter said they  neither support nor oppose  a ban.
business,saudi investor picks up the savoy london s famous savoy hotel has been sold to a group combining saudi billionaire investor prince alwaleed bin talal and a unit of hbos bank.  financial details of the deal  which includes the nearby simpson s in the strand restaurant  were not disclosed. the seller - irish-based property firm quinlan private - bought the savoy along with the berkeley  claridge s and the connaught for £750m last year. prince alwaleed s hotel investments include the luxury george v in paris. he also has substantial stakes in fairmont hotels & resorts  which will manage the savoy and simpson s in the strand  and four seasons. fairmont said it planned to invest $48m (£26m) in renovating parts of the savoy including the river room and suites with views over the river thames. work was expected to be completed by summer 2006  fairmont said.
tech,moving mobile improves golf swing a mobile phone that recognises and responds to movements has been launched in japan.  the motion-sensitive phone - officially titled the v603sh - was developed by sharp and launched by vodafone s japanese division. devised mainly for mobile gaming  users can also access other phone functions using a pre-set pattern of arm movements. the phone will allow golf fans to improve their swing via a golfing game.  those who prefer shoot- em-ups will be able to use the phone like a gun to shoot the zombies in the mobile version of sega s house of the dead. the phone comes with a tiny motion-control sensor  a computer chip that responds to movement.  other features include a display screen that allows users to watch tv and can rotate 180 degrees. it also doubles up as an electronic musical instrument. users have to select a sound from a menu that includes clapping  tambourine and maracas and shake their phone to create a beat. it is being recommended for the karaoke market. the phone will initially be available in japan only and is due to go on sale in mid-february. the new gadget could make for interesting people-watching among japanese commuters  who are able to access their mobiles on the subway. fishing afficiandos in south korea are already using a phone that allows them to simulate the movement of a rod. the ph-s6500 phone  dubbed a sports-leisure gadget  was developed by korean phone giant pantech and can also be used by runners to measure calorie consumption and distance run.
business,turkey knocks six zeros off lira turkey is to relaunch its currency on saturday  knocking six zeros off the lira in the hope of boosting trade and powering its growing economy.  the change will see the end of such dizzyingly-high denominations as five million lira - enough for a short taxi ride - and the 20m note  worth $15. these valuations were the product of decades of inflation which  as recently as 2001  was as high as 70%. inflation has since been tamed and economic prospects are improving.  the currency - officially to be known as the new lira - will be launched at midnight on 1 january. from that point  the one-million lira note will become the new one-lira coin. the government hopes the change will be seen as a promise of growing economic stability as turkey embarks on the long process of trying to join the european union.  on an everyday level  it is hoped the change will stimulate more international trade and end confusion among foreign investors and turks alike.  the transition to the new turkish lira shows clearly that our economy has broken the vicious circle that it was imprisoned in for long years   said sureyya serdengecti  head of the turkish central bank.  the new lira is also the symbol of the stable economy that we dreamed of for long years.   the turkish economy teetered on the brink of collapse in 2001 when the lira plunged in value and two million people lost their jobs.  turkey had to turn to the international monetary fund for financial assistance  accepting a $18bn loan in return for pushing through a wide-ranging austerity programme. these tough measures have borne fruit. inflation fell below 10% earlier this year for the first time in decades while exports are up 30% this year. meanwhile  the economy is expanding at a healthy rate  with 7.9% growth expected in 2004. the government hopes that the new currency will cement the country s economic progress  two weeks after eu leaders set a date for the start of turkey s accession talks.  the slimmed-down lira is likely to be widely welcomed by the business community.   the turkish lira has been like funny money   tevfik aksoy  chief turkish economist for deutsche bank  told associated press.  now at least in cosmetic terms it will look like real currency.  however  some do not feel quite so happy about seeing the nominal value of their investments reduced.  if a person has 10 billion lira in investments this will suddenly decrease   shop owner hayriye evren  told associated press.  this will definitely affect people psychologically.
business,us seeks new $280bn smoker ruling the us justice department is to try to overturn a court ruling that threw out its claim for $280bn (£149bn) in damages from tobacco firms.  earlier this month  a three-judge appeal court panel rejected the claim - filed in 1999 by the administration of bill clinton - in a 2-1 decision. government lawyers said they would ask the full us court of appeals for the district of columbia to hear the case. the court room battle is seen as key in government attempts to fight smoking.  it s pretty clear that they ve suffered a severe setback   said anthony sebok  a professor at brooklyn law school  adding that the appeal was what the government  would be expected to ask for .  prosecutors had argued that tobacco firms lied about the dangers of smoking  ignored research that highlighted problems  looked to increase addiction by manipulating nicotine levels and targeted the young with their adverts. among the firms accused were altria group  rj reynolds tobacco  lorillard tobacco  liggett group and brown and williamson. prosecutors went after the companies using legislation put in place to fight organised crime  and accused the firms of conspiring and running  racketeer influenced and corrupt organisations . the tobacco companies denied the charges  saying that they never illegally conspired to promote smoking and fool the public. they also said that they have met many of the government s demands laid out in a landmark $206bn settlement hammered out in 1998 with 46 states. a three-judge panel agreed with the companies  finding that the case could not be brought under federal anti-racketeering laws.  central to the government s case was a meeting in the plaza hotel  new york  on 15 december  1953. prosecutors contend that executives from the major tobacco firms met and agreed to present a unified strategy denying the harmful effects of smoking. despite denying for decades that smoking could be linked to illness  the companies have modified their stances in recent years. altria s philip morris now accepts that nicotine is harmful  and the company s main lawyer william ohlemeyer told the bbc last year that earlier statements may have been wrong but they were not dishonest. government lawyers have until 21 march to file their appeal.
tech,online games play with politics after bubbling under for some time  online games broke through onto the political arena in 2004.  the us presidential election provided a showcase for many  aimed at talking directly to a generation that has grown up with joysticks and gamepads. experts say this reflects how video games are becoming a mainstream part of culture and society. the first official political campaign game was technically launched during the last week of 2003: the iowa game  commissioned by the democrat hopeful howard dean. more than 20 followed suit  including frontrunner  elections  president forever and the political machine  which allowed players to run an entire presidential campaign  including having to cope with the media. others helped raise the stakes during the bush/kerry contest by highlighting a candidate s virtues or his vices.  the phenomenon has astonished the forefathers of political games  a handful of multi-discipline games enthusiasts keen to push frontiers.   when i started researching political games at the university  about five years ago  i thought it was going to be something that would take decades to happen   said gonzalo frasca  computer games specialist at the information technology university of copenhagen.  i must admit that i was the first person to be surprised at seeing how fast they have evolved   added the uruguayan-born researcher  who has so far created games for two political campaigns. many artists and designers are experimenting with this form of gaming with an agenda in projects such as newsgaming.com. the aim is to comment on international news events via games.  the ability of games to simulate reality makes them a powerful modelling tool to interact with actual situations in an original way.   video games generate strong reactions mainly because they are new  but also because our culture needs to learn how to deal with simulation   mr frasca told the bbc news website. this was the case with the one he created for a political party in uruguay  cambiemos  an online puzzle game that offered a view on how the country s problems could be solved by working together.  it s up to us to explore what we can learn from ourselves through play and video games.  ultimately  dr frasca sees games as a small laboratory where we can play with our hopes  fears and beliefs.  children learn a lot about the world through play. there is no reason why we adults should stop doing it as we grow up.   but experts estimate it will still take at least about a decade until this new breed of video gaming communication become a common tool for political campaigns.  this is hardly surprising  compared to other forms of mass media like the worldwide web. only a few years ago  most politicians did not have a webpage  while now it is almost a must-have. dr frasca said:  political campaigns will continue to experiment with video games. they represent a new tool of communication that can reach a younger audience in a language that can clearly speak to them.   it will not replace other forms of political propaganda  but it will integrate itself on to the media ecology of political campaigns.
politics,tories unveil quango blitz plans plans to abolish 162 quangos have been unveiled by the conservatives as part of their effort to show how government red tape can be cut.  six government units would also be scrapped under proposals which the tories say would save more than £4.3bn. among the targets are strategic health authorities and the new fair access regulator for universities. tory frontbencher john redwood said britain needed a slimmer government and lower taxes to be competitive.  the plans would abolish regional assemblies and other regional bodies  such as boards tackling industrial development and housing. their powers would be returned to elected local councils or national government. the tories say the strategic health authorities are not needed as it is better that local people  rather than officials  run hospitals and surgeries.  announcing the plans  mr redwood said:  mr blair has forgotten the interests of taxpayers  and has broken the pledges he made.  far from improving public services  spending taxpayers  money on quangos has led only to more bureaucrats  more regulation and higher taxes.  his party leader  michael howard  argued a change in direction was needed to get a grip on spending.  labour are creating two britains: the britain of the forgotten majority and bureaucratic britain   he said.  in the real world  people are working harder just to stand still. they ve seen their pensions knocked for six.  they re being squeezed by extra taxes. the forgotten majority are paying the price of bureaucratic britain.   the government has announced plans to cut 100 000 civil servants as part of its efficiency drive. but chief secretary to the treasury paul boateng attacked the tory plans.  the conservatives are committed to cutting labour s public spending plans by a massive £35 billion   he said.  cuts on this scale cannot be found from cutting  bureaucracy  but would require massive cuts to front-line public services such as schools  hospitals and the police.  the liberal democrats have said they would cut the number of whitehall departments to make sure money reaches frontline services.
business,markets fall on weak dollar fears rising oil prices and the sinking dollar hit shares on monday after a finance ministers  meeting and stern words from fed chief alan greenspan.  the london ftse fell 0.8% while tokyo s nikkei 225 dropped 2.11%  its steepest fall in three months. g20 finance ministers said nothing about supporting the dollar  whose slide could further jeopardise growth in japan and europe. and mr greenspan warned asian states could soon stop funding the us deficit.  on monday afternoon  the euro was close to an all-time high against the dollar at above $1.30. oil pushed higher too on monday  as investors fretted about cold weather in the us and europe and a potential output cut from oil producers  group opec  although prices had cooled by the end of the day. in london  the benchmark brent crude price closed down 51 cents at $44.38 a barrel  while new york light sweet crude closed down 25 cents at $48.64 a barrel. the slide comes as the us has been attempting to talk up the traditional  strong dollar  policy.  the latest to pitch in has been president george w bush himself  who told the asia pacific economic co-operation (apec) summit in chile that he remained committed to halving the budget deficit. together with a $500bn trade gap  the red ink spreading across america s public finances is widely seen as a key factor driving the dollar lower. and last week us treasury secretary john snow told an audience in the uk that the policy remained unaltered. but he also said that the rate was entirely up to the markets - a signal which traders took as advice to sell the dollar. some had looked to the g20 meeting for direction. but mr snow made clear exchange rates had not been on the agenda.  for the us government  letting the dollar drift is a useful short-term fix.  us exports get more affordable  helping perhaps to close the trade gap. in the meantime  the debt keeps getting bigger  with congress authorising an $800bn rise in what the us can owe - taking the total to $8.2 trillion. but in a speech on friday  federal reserve chairman alan greenspan warned that in the longer term things are likely to get tricky. at present  much of gap in both public debt is covered by selling bonds to asian states such as japan and china  since the dollar is seen as the world s reserve currency. similarly  asian investment helps bridge the gap in the current account - the deficit between what the us as a whole spends and what it earns. but already they are turning more cautious - an auction of debt in august found few takers. and mr greenspan said that could turn into a trend  if the fall of the dollar kept eating into the value of those investments.  it seems persuasive that  given the size of the us current account deficit  a diminished appetite for adding to dollar balances must occur at some point   he said.
politics,parties build up poll war chests the labour party received more than £5m in donations in the final quarter of 2004  new figures show.  this is nearly half of the £11 724 929 received by 16 political parties listed by the electoral commission. the conservatives were in second place with donations totalling £4 610 849  while the liberal democrats received just over £1m. the majority of labour s donations came from affiliated trade unions. there were also large sums from individuals. lord drayson  whose company powderject won multi-million pound contracts to provide smallpox vaccine to the government after the 11 september terror attacks  gave £500 000 to the party just days before christmas.  this followed an earlier donation of the same amount earlier in 2004. he was made a lord by tony blair last year. other significant donations came from retired millionaire businessman and philanthropist sir christopher ondaatje who gave the party a sum of £500 000  and refrigerator magnate william haughey obe who gave £330 000. the totals for the fourth quarter were well up on the same period of 2003  as the parties built up their war chests for the general election campaign. the largest donation to the conservatives was a bequest from ruth beardmore of nearly £400 000. the joint founder of merchant bank hambro magan gave £325 417. there were also donations topping £250 000 for the conservatives from scottish business groups focus on scotland and the institute of international research  the world s largest independent conference company.  also among the gifts to the tories were 24 donations totalling £161 840 from bearwood corporate services. this company is controlled by the party s former treasurer lord ashcroft which has directed almost £300 000 to specific marginal constituencies over the past two years. the liberal democrats  largest donor was the joseph rowntree reform trust ltd  a company which promotes political reform and constitutional change  which gave a sum of £250 000. and fast food giants mcdonald s are listed as donating a sum of £10 575. this was a fee the firm paid for a room for an event held with the work and skills foundation during the party s conference. the uk independence party  which lost its main donor paul sykes amid the row over robert kilroy-silk s bid for the leadership last autumn  took in £63 081. just £8 170 of this was cash and the remainder came in gifts in kind  such as office space and printing. registered political parties are required to set out each quarter all donations over £5 000 to their headquarters and over £1 000 to local constituency parties they receive. it is an offence for a person to knowingly or recklessly make a false declaration about party donations.
tech,playstation 3 chip to be unveiled details of the chip designed to power sony s playstation 3 console will be released in san francisco on monday.  sony  ibm and toshiba  who have been working on the cell processor for three years  will unveil the chip at a technology conference. the chip is reported to be up to 10 times faster than current processors. it is being designed for use in graphics workstations  the new playstation console  and has been described as a supercomputer on a chip. sony has said the cell processor could be used to bridge the gap between movies and video games. special effects and graphics designed for films could be ported for use directly in a video game  sony told an audience at the e3 exhibition in los angeles last year.  cell could also be marketed as an ideal technology for televisions and supercomputers  and everything in between  said kevin krewell  the editor in chief of microprocessor report. the chip will be made of several different processing cores that work on tasks together. the playstation 3 is expected in 2006 but developers are expecting to get prototypes early next year to tune games that will appear on it at launch. details of the chip will be released at the international solid state circuits conference in san francisco. some details have already emerged  however. when put inside powerful computer servers  the cell consortium expects it to be capable of handling 16 trillion floating point operations  or calculations  every second.  the chip has also been refined to be able to handle the detailed graphics common in games and the data demands of films and broadband media. ibm said it would start producing the chip in early 2005 at manufacturing plants in the us. the first machines off the line using the cell processor will be computer workstations and servers. a working version of the ps3 is due to be shown off in may 2005 but a full launch of the next generation console is not expected to start until 2006.  in the future  all forms of digital content will be converged and fused onto the broadband network   said ken kutaragi  chief operating officer of sony  said last year.  current pc architecture is nearing its limits   he added.
politics,schools to take part in mock poll record numbers of schools across the uk are to take part in a mock general election backed by the government.  some 600 schools have already signed up for the y vote mock elections 2005 run by the hansard society and aimed at boosting interest in politics. pupils in the schools taking part will learn the skills of speech writers  canvassers and political candidates. schools minister stephen twigg said engaging young people s interest was  essential  to the future of democracy.  he added: said  young people who are engaged and motivated by the political process are essential to the future health of our democracy.  the mock elections initiative provides an opportunity for pupils to develop their own understanding of how the democratic process works and why it matters.  by experiencing the election process first hand - from running a campaign to the declaration of the final result - we hope that young people will develop the enthusiasm to take part in the future.  the hansard society  the electoral commission and the department for education and skills are running the programme. pupils will stand as party candidates  speech writers and canvassers. michael raftery  project manager at the hansard society  said:  the y vote mock elections for schools mirror the excitement and buzz of a real election  raising awareness of citizenship  and the benefits of active democracy.  the mock votes will take place around 5 may  widely expected to be the date of the general election. information packs  including ballot papers and manifesto guides  with elections happening in early may were sent out to the 3 000 schools invited to take part.
politics,leaders meet over turkish eu bid tony blair has met italian prime minister silvio berlusconi and german chancellor gerhard schroeder to talk about turkey entering the eu.  the downing street talks covered a range of other topics ahead of an eu summit in brussels later in the week. mr blair is an enthusiastic proponent of talks to bring turkey within the recently-expanded eu. italy and germany also favour an early start to talks  but there is scepticism in france and elsewhere. some are worried that turkey s large and rapidly growing population and low average income might make integration into the eu difficult.  some are concerned that a change of government could lead to turkey reneging on key human rights reforms it has recently enacted. and many in france would prefer turkey to admit that world war i-era killing of armenians constituted genocide. there are also issues in france and the netherlands over the possible problems of integrating the first major muslim nation into the eu. but mr blair and the labour government have been the staunchest backers of turkish accession  provided it sticks with human rights and economic reform. mr blair s official spokesman said:  the prime minister has regular meetings with both of them and particularly in advance of european councils.  the key issue at this week s council will be that of turkey  but they will also discuss a range of other matters.
politics,lib dems unveil election slogan the liberal democrats will present themselves as  the real alternative  in the forthcoming general election campaign  charles kennedy has said.  unveiling the slogan at the party s spring conference  he said there was no  glass ceiling  to its ambitions. he told delegates that labour had abused the public s trust and that the tories had failed to oppose them. in response  the conservatives insisted that theirs was the party that understood the  forgotten majority .  speaking in harrogate mr kennedy said:  people want a credible  principled political party which offers a different vision of what britain can be.   only the liberal democrats stood against the iraq war  he said  and they had also provided strong opposition to the government s plans on id cards  anti-terror measures and taxation. he said:  if you voted conservative in 2001 ... what good did it do you  your vote was wasted.  what people needed was ... a party which was listening to their concerns; a party which was prepared to stand up and say so; a party which said no to the prime minister.  responding to the claims tory party co-chairman liam fox said:  like labour  the lib dems are soft on crime  support higher taxes  oppose controlled immigration and support giving europe more control over our lives.   mr kennedy also outlined his party s plan to impose a 50% income tax rate on earnings over £100 000 a year. the money would be used to help pay for key policies such as abolishing university tuition fees  scrapping council tax in favour of local income tax  and providing free care for the elderly  he said. labour and the tories claim the sums do not add up  and that working families would be hardest hit. mr kennedy said:  britain is the fourth-largest economy in the world. we have world class businesses and a world class workforce.   so why are two million of our pensioners living below the poverty line   all the parties are campaigning hard for an expected election in may  although prime minister tony blair has not confirmed any timing. earlier  mr kennedy told radio 4 s today programme there was no possibility of forming a coalition with labour in the event of a hung parliament.  we go into the election as an independent party and we come out as an independent party   he said. mr kennedy has been under fire in recent days for missing monday s commons vote on the government s controversial anti-terrorism laws  along with 16 other lib dem mps. on saturday  the lib dem chief executive said it was  just a cock-up  that mr kennedy and his colleagues missed the vote  which the government won by a majority of only 14.  nobody had any idea that was going to happen   lord rennard told reporters at the party conference. he said he was certain mps would get another chance to vote against the plans.
politics,teenagers to be allowed to be mps teenagers will be able to become mps under plans unveiled by ministers.  in a written statement  constitutional affairs minister christopher leslie said the current minimum age of 21 for an mp would be reduced to 18. the proposals follow a recommendation last year by elections watchdog the electoral commission.  the government intends to legislate  when parliamentary time allows  to lower the age   said mr leslie  who was elected in 1997 at the age of 24. even if the move does go ahead it is unlikely it will be in place before the next general election  widely predicted for may.  the announcement from mr leslie - who was elected in 1997 in a formerly safe tory seat - prompted calls for a lowering of the voting age to 16. the votes at 16 alliance said it was a good thing to  engage people  by lowering the candidacy age but argued lowering the voting age would be much more effective.  candidacy affects only politicians. the voting age affects millions of younger people   said spokesman alex folkes.  we would hope that the government will table a bill that is broad enough to allow for amendments to be brought to test support for a reduction in the voting age.   currently candidates in both local and national votes must be 21 while the voting age is 18. that is because the age of majority was reduced to 18 in 1969 but laws dating from 1695 which determine the current voting age stayed in place. irish republican bernadette devlin was one of just a handful of 21-year-olds elected to parliament in the 20th century winning a seat in 1969. but the youngest is understood to have been tory edward turnour  who won the 1904 horsham by-election aged 21 and 144 days and served in parliament for 47 continuous years. last april s report by the electoral commission said there was no strong argument for leaving the age for standing for election at 21. the commission found the most common approach around the world is for the voting age to be the same as the candidacy age.
